,frb,utc,mjd,telescope,ra,dec,l,b,frequency,dm,flux,width,fluence,snr,reference,redshift,redshift_measured,ra_error,dec_error,dm_error,raw,notes,high_freq,low_freq
546,FRB20190414A,14/4/2019 6:38,58587.2769,CHIME,05:45.6,+38:53:60,159.02,74.86,400.2,812,0.4,4.92,1.7,13.5,https://www.chime-frb.ca/catalog/FRB20190414A,0.7807,-,12.6,13.2,3.23,,,728.1,400.2
547,FRB20190414B,14/4/2019 11:03,58587.46046,CHIME,27:36.0,+57:31:48,87.33,41.73,400.2,511.1,0.5,11.8,4,13.6,https://www.chime-frb.ca/catalog/FRB20190414B,0.4968,-,13.2,13.2,6.47,,,800.2,400.2
548,FRB20190415A,15/4/2019 6:36,58588.27503,CHIME,09:31.2,+71:16:48,127.75,45.45,481.7,632.4,0.6,6.88,4,12.1,https://www.chime-frb.ca/catalog/FRB20190415A,0.6093,-,12.6,13.8,1.62,,,800.2,400.2
549,FRB20190415B,15/4/2019 19:03,58588.79382,CHIME,35:26.4,+54:51:00,120.59,-7.96,518.3,711.7,0.9,35.39,22,29.6,https://www.chime-frb.ca/catalog/FRB20190415B,0.5539,-,9,1.02,12.94,,,800.2,400.2
550,FRB20190415C,15/4/2019 23:23,58588.97484,CHIME,59:14.4,+34:47:60,169.6,-4.77,495.3,648.6,0.5,4.92,0.8,9.2,https://www.chime-frb.ca/catalog/FRB20190415C,0.434,-,13.8,15,1.62,,,648.9,400.2
551,FRB20190416A,16/4/2019 4:07,58589.17186,CHIME,39:57.6,+33:17:60,192.33,48.54,465.6,2287.1,0.6,6.88,2.8,14.6,https://www.chime-frb.ca/catalog/FRB20190416A,2.2122,-,12.6,12.6,3.23,,,760.2,400.2
552,FRB20190416B,16/4/2019 5:50,58589.24309,CHIME,28:45.6,+35:57:00,181.14,70.38,400.2,574.2,0.7,5.9,1.5,19.7,https://www.chime-frb.ca/catalog/FRB20190416B,0.5724,-,10.8,2.04,1.62,,,511.9,400.2
553,FRB20190417A,17/4/2019 13:56,58590.58061,CHIME,39:24.0,+59:23:60,91.47,17.42,558.9,1378.1,0.5,17.69,6,13.4,https://www.chime-frb.ca/catalog/FRB20190417A,1.2449,-,12,16.2,6.47,,,637.6,489.9
554,FRB20190417B,17/4/2019 6:02,58590.25158,CHIME,39:28.8,+64:43:12,134.97,50.69,545.5,1151.7,0.5,46.2,10,14.9,https://www.chime-frb.ca/catalog/FRB20190417B,1.0835,-,12,12.6,12.94,,,800.2,400.2
555,FRB20190417C,17/4/2019 21:22,58590.89045,CHIME,02:43.2,+71:15:36,133.38,10.97,586.6,318.6,8,0.98,11,52.2,https://www.chime-frb.ca/catalog/FRB20190417C,0.172,-,1.8,2.76,1.62,,,765.8,449.3
556,FRB20190418A,18/4/2019 22:34,58591.94048,CHIME,23:09.6,+16:02:24,179.34,-22.87,400.2,182.8,1,1.97,2,20.4,https://www.chime-frb.ca/catalog/FRB20190418A,0.1207,-,11.4,13.2,1.62,,,579.7,400.2
557,FRB20190419A,19/4/2019 1:16,58592.05307,CHIME,59:55.2,+64:52:48,150.94,25.24,407.1,438.3,0.4,3.93,0.8,10.6,https://www.chime-frb.ca/catalog/FRB20190419A,0.3992,-,12.6,4.26,1.62,,,538.6,400.2
558,FRB20190419B,19/4/2019 22:38,58592.9434,CHIME,01:04.8,+86:44:24,119.63,28.53,487.6,166.6,5,1.97,8,24.6,https://www.chime-frb.ca/catalog/FRB20190419B,0.1441,-,10.2,3.42,1.62,,,728.4,400.2
559,FRB20190420A,20/4/2019 1:14,58593.05199,CHIME,06:12.0,+55:57:36,160.71,24.19,800.2,609.8,0.9,1.97,3.1,15.9,https://www.chime-frb.ca/catalog/FRB20190420A,0.5513,-,12,12.6,1.62,,,800.2,528.7
560,FRB20190420B,20/4/2019 0:28,58593.0195,CHIME,18:55.2,+70:07:12,144.32,22.69,478.4,844.3,2,6.88,15,28,https://www.chime-frb.ca/catalog/FRB20190420B,0.7614,-,9.6,1.32,3.23,,,800.2,400.2
561,FRB20190420C,20/4/2019 10:40,58593.44495,CHIME,32:24.0,+37:15:00,59.83,42.82,400.2,627.6,0.4,13.76,4,10.7,https://www.chime-frb.ca/catalog/FRB20190420C,0.6046,-,13.2,13.8,6.47,,,700,400.2
562,FRB20190421A,21/4/2019 8:00,58594.33345,CHIME,52:07.2,+48:14:24,97.66,65.78,633.4,226.4,0.4,30.47,5,12.3,https://www.chime-frb.ca/catalog/FRB20190421A,0.2353,-,7.8,13.2,6.47,,,761,527.2
563,FRB20190421A,21/4/2019 8:00,58594.33345,CHIME,52:07.2,+48:14:24,97.66,65.78,633.4,226.4,0.4,30.47,5,12.3,https://www.chime-frb.ca/catalog/FRB20190421A,0.2353,-,7.8,13.2,6.47,,,705.4,485.6
564,FRB20190421B,21/4/2019 23:27,58594.97762,CHIME,29:57.6,+62:18:36,149.86,15.31,400.2,393.1,5,2.95,16,78.9,https://www.chime-frb.ca/catalog/FRB20190421B,0.3009,-,4.56,1.98,1.62,,,800.2,400.2
565,FRB20190422A,22/4/2019 21:13,58595.88433,CHIME,14:14.4,+35:08:60,153.29,-19.16,626.1,452.9,0.6,29.49,9,18.3,https://www.chime-frb.ca/catalog/FRB20190422A,0.3924,-,12,12,12.94,,,781.4,501.7
566,FRB20190422A,22/4/2019 21:13,58595.88433,CHIME,14:14.4,+35:08:60,153.29,-19.16,626.1,452.9,0.6,29.49,9,18.3,https://www.chime-frb.ca/catalog/FRB20190422A,0.3924,-,12,12,12.94,,,740.5,506.3
567,FRB20190422A,22/4/2019 21:13,58595.88433,CHIME,14:14.4,+35:08:60,153.29,-19.16,626.1,452.9,0.6,29.49,9,18.3,https://www.chime-frb.ca/catalog/FRB20190422A,0.3924,-,12,12,12.94,,,763.7,444.8
568,FRB20190422B,22/4/2019 4:30,58595.18793,CHIME,33:04.8,+45:40:12,169.82,57,400.2,975.4,0.2,13.76,1.6,11.1,https://www.chime-frb.ca/catalog/FRB20190422B,0.9262,-,12.6,4.68,1.62,,,800.2,400.2
569,FRB20190423A,23/4/2019 5:59,58596.24977,CHIME,58:43.2,+55:15:00,139.13,60.49,480.7,244.2,11,5.9,55,39,https://www.chime-frb.ca/catalog/FRB20190423A,0.2521,-,10.8,9.6,1.62,,,632.6,400.2
570,FRB20190423A,23/4/2019 5:59,58596.24977,CHIME,58:43.2,+55:15:00,139.13,60.49,480.7,244.2,11,5.9,55,39,https://www.chime-frb.ca/catalog/FRB20190423A,0.2521,-,10.8,9.6,1.62,,,593,400.2
571,FRB20190423B,23/4/2019 13:52,58596.57778,CHIME,54:19.2,+26:11:24,62.98,-0.17,537.6,585.5,0.9,9.83,7,15.9,https://www.chime-frb.ca/catalog/FRB20190423B,0.1296,-,12.6,12.6,3.23,,,623.1,463.8
572,FRB20190423B,23/4/2019 13:52,58596.57778,CHIME,54:19.2,+26:11:24,62.98,-0.17,537.6,585.5,0.9,9.83,7,15.9,https://www.chime-frb.ca/catalog/FRB20190423B,0.1296,-,12.6,12.6,3.23,,,604.1,455.6
573,FRB20190423C,23/4/2019 17:36,58596.73367,CHIME,16:19.2,+86:58:12,121.62,24.58,433,855.7,1.2,7.86,4,14.8,https://www.chime-frb.ca/catalog/FRB20190423C,0.7833,-,12,5.04,1.62,,,668,400.2
574,FRB20190423D,23/4/2019 20:10,58596.84055,CHIME,58:45.6,+84:47:60,124.52,22.12,565.9,498.2,1.7,8.85,18,23.9,https://www.chime-frb.ca/catalog/FRB20190423D,0.4494,-,11.4,13.2,6.47,,,800.2,400.2
575,FRB20190424A,24/4/2019 5:04,58597.21174,CHIME,13:12.0,+63:46:48,139.61,50.08,487.9,758.6,1.1,0.98,2,18.1,https://www.chime-frb.ca/catalog/FRB20190424A,0.7249,-,10.8,2.94,1.62,,,751.2,400.2
576,FRB20190425A,25/4/2019 10:47,58598.44993,CHIME,02:52.8,+21:31:12,42.25,32.69,591.8,127.8,19,0.98,32,57.6,https://www.chime-frb.ca/catalog/FRB20190425A,0.111,-,8.4,10.8,1.62,,,800.2,400.2
577,FRB20190425B,25/4/2019 18:05,58598.75403,CHIME,00:28.8,+88:35:60,121.76,28.55,474.8,1030.3,1.2,1.97,3,18.2,https://www.chime-frb.ca/catalog/FRB20190425B,0.9516,-,6,12.6,1.62,,,572.6,400.2
578,FRB20190426A,26/4/2019 1:28,58599.06118,CHIME,40:09.6,+59:07:12,157.84,29.36,483,341.3,1.6,1.97,2,23.9,https://www.chime-frb.ca/catalog/FRB20190426A,0.3156,-,12,12,1.62,,,577.8,403.7
579,FRB20190427A,27/4/2019 22:54,58600.95452,CHIME,15:43.2,+07:46:12,194.43,-17.19,400.2,454.5,4,1.97,10,25.2,https://www.chime-frb.ca/catalog/FRB20190427A,0.3553,-,10.8,13.8,1.62,,,800.2,400.2
580,FRB20190428A,28/4/2019 5:01,58601.20937,CHIME,22:55.2,+23:19:48,219.21,70.23,696,968.9,2.2,3.93,7,33,https://www.chime-frb.ca/catalog/FRB20190428A,0.9221,-,1.62,9,1.62,,,800.2,560.1
581,FRB20190429A,29/4/2019 12:11,58602.50771,CHIME,44:21.6,+59:25:12,89.12,24,603,470.7,0.8,2.95,1.8,9.7,https://www.chime-frb.ca/catalog/FRB20190429A,0.4389,-,14.4,14.4,1.62,,,800.2,400.2
582,FRB20190429B,29/4/2019 15:33,58602.64821,CHIME,59:43.2,+03:57:36,63.11,-38.24,422.4,297.6,0.7,16.71,5,10.2,https://www.chime-frb.ca/catalog/FRB20190429B,0.2939,-,14.4,19.8,12.94,,,444.1,401.7
583,FRB20190430A,30/4/2019 10:50,58603.45186,CHIME,10:48.0,+87:00:36,125.96,25.88,433.8,349.4,0.7,19.66,8,11.1,https://www.chime-frb.ca/catalog/FRB20190430A,0.3208,-,14.4,19.2,12.94,,,574.6,400.2
584,FRB20190430B,30/4/2019 9:20,58603.38946,CHIME,50:52.8,+62:16:12,95.7,44.22,403.8,2617.1,0.4,25.56,1.5,10,https://www.chime-frb.ca/catalog/FRB20190430B,2.562,-,13.8,14.4,3.23,,,800.2,400.2
585,FRB20190430C,30/4/2019 11:53,58603.49573,CHIME,28:52.8,+24:55:12,53.84,15.25,659.3,399.5,2.2,2.95,5,22.5,https://www.chime-frb.ca/catalog/FRB20190430C,0.3406,-,13.8,13.2,1.62,,,800.2,530.6
586,FRB20190501B,1/5/2019 10:53,58604.45404,CHIME,25:48.0,+54:21:36,82.05,34.05,400.2,784.5,0.9,5.9,3.2,24.3,https://www.chime-frb.ca/catalog/FRB20190501B,0.7392,-,11.4,10.8,1.62,,,714.8,400.2
587,FRB20190501B,1/5/2019 10:53,58604.45404,CHIME,25:48.0,+54:21:36,82.05,34.05,400.2,784.5,0.9,5.9,3.2,24.3,https://www.chime-frb.ca/catalog/FRB20190501B,0.7392,-,11.4,10.8,1.62,,,800.2,400.2
588,FRB20190502A,2/5/2019 4:23,58605.18295,CHIME,00:02.4,+59:57:00,145.34,52.05,400.2,626,3.2,3.93,12,67.5,https://www.chime-frb.ca/catalog/FRB20190502A,0.607,-,8.4,7.8,1.62,,,800.2,400.2
589,FRB20190502B,2/5/2019 7:30,58605.31308,CHIME,08:09.6,+64:26:24,110.08,50.69,498.1,917.1,2.6,4.92,10,59.7,https://www.chime-frb.ca/catalog/FRB20190502B,0.8696,-,7.8,2.16,1.62,,,800.2,400.2
590,FRB20190502C,2/5/2019 15:56,58605.66407,CHIME,22:24.0,+82:58:12,127.75,32.43,473.2,396.3,4,1.97,8,23.8,https://www.chime-frb.ca/catalog/FRB20190502C,0.38,-,9,2.4,1.62,,,634.3,400.2
591,FRB20190515A,15/5/2019 13:07,58618.547,CHIME,40:36.0,+55:27:36,92.33,8.3,517.1,452.9,0.5,47.19,17,20.9,https://www.chime-frb.ca/catalog/FRB20190515A,0.2584,-,11.4,10.8,12.94,,,800.2,400.2
592,FRB20190515B,15/5/2019 16:28,58618.68679,CHIME,03:19.2,+03:24:36,100.39,-57.35,417,820.1,3,4.92,11,23.4,https://www.chime-frb.ca/catalog/FRB20190515B,0.7832,-,10.2,15,1.62,,,685.6,400.2
593,FRB20190515C,15/5/2019 18:33,58618.77346,CHIME,06:52.8,+20:04:48,146.09,-39.37,531.5,653.5,0.5,12.78,6,10.1,https://www.chime-frb.ca/catalog/FRB20190515C,0.6231,-,15,18,6.47,,,644.4,438.4
594,FRB20190515D,15/5/2019 20:58,58618.8738,CHIME,28:31.2,-05:00:36,199.91,-33.84,530.2,425.4,3,4.92,9,13,https://www.chime-frb.ca/catalog/FRB20190515D,0.3912,-,12.6,20.4,1.62,,,651.5,431.6
595,FRB20190516A,16/5/2019 10:35,58619.44152,CHIME,25:50.4,+81:25:12.00,113.29,27.75,600,302.47,-,-,-,10.53,https://www.wis-tns.org/object/20190516a,0.2828,-,-,-,1.62,,,,
596,FRB20190516B,16/5/2019 3:38,58619.15139,CHIME,09:21.6,+07:22:12,247.51,58.78,419.4,1235.8,1.1,13.76,10,15.3,https://www.chime-frb.ca/catalog/FRB20190516B,1.165,-,12.6,16.2,6.47,,,647.1,400.2
597,FRB20190517B,17/5/2019 20:33,58620.85668,CHIME,22:09.6,+73:37:48,136.32,16.48,466.7,187.6,0.5,17.69,4,9.6,https://www.chime-frb.ca/catalog/FRB20190517B,0.0996,-,11.4,16.2,6.47,,,541.1,402.6
598,FRB20190517C,17/5/2019 22:06,58620.92133,CHIME,50:00.0,+26:37:12,182.49,-0.33,435.5,334.8,3,1.97,9,25,https://www.chime-frb.ca/catalog/FRB20190517C,0.0554,-,11.4,12,1.62,,,539.4,400.2
599,FRB20190517D,17/5/2019 14:59,58620.62437,CHIME,39:48.0,+41:50:24,98.21,-14.63,406.8,1184,0.5,14.75,6,9.4,https://www.chime-frb.ca/catalog/FRB20190517D,1.0609,-,13.2,13.8,6.47,,,800.2,400.2
600,FRB20190518A,18/5/2019 18:13,58621.75952,CHIME,58:00.8,+65:43:00.315,129.74,3.75,437.9,351,0.3,4.92,1.5,9.3,https://www.chime-frb.ca/catalog/FRB20190518A,0.0347,-,-,-,1.62,,,582.6,400.2
601,FRB20190518B,18/5/2019 3:59,58621.16637,CHIME,40:26.4,+20:16:48,232.06,72.42,478.4,913.9,1.5,0.98,2,12.8,https://www.chime-frb.ca/catalog/FRB20190518B,0.8723,-,12.6,14.4,1.62,,,800.2,400.2
602,FRB20190518C,18/5/2019 8:23,58621.3493,CHIME,08:02.4,+04:38:24,16.33,38.08,494.3,444.8,7,2.95,15,34.5,https://www.chime-frb.ca/catalog/FRB20190518C,0.4311,-,4.26,12.6,1.62,,,730.2,400.2
603,FRB20190518D,18/5/2019 9:04,58621.37826,CHIME,38:52.8,+89:18:36,123.22,27.81,475.6,202.2,1,1.97,3,14.9,https://www.chime-frb.ca/catalog/FRB20190518D,0.1795,-,19.8,14.4,1.62,,,698.5,400.2
604,FRB20190518E,18/5/2019 18:21,58621.76465,CHIME,58:00.8,+65:43:00.315,129.66,3.72,800.2,351,0.8,5.9,3.8,16,https://www.chime-frb.ca/catalog/FRB20190518E,0.0339,-,-,-,1.62,,,800.2,494.7
605,FRB20190518G,18/5/2019 22:40,58621.94503,CHIME,19:09.6,+75:31:12,138.77,24.17,456.4,525.7,1,0.98,1.8,20.2,https://www.chime-frb.ca/catalog/FRB20190518G,0.4784,-,12,8.4,1.62,,,543.6,400.2
606,FRB20190519A,19/5/2019 17:50,58622.74335,CHIME,58:00.8,+65:43:00.315,128.2,3.39,521.3,346.1,1.2,8.85,4,11.9,https://www.chime-frb.ca/catalog/FRB20190519A,0.0238,-,-,-,1.62,,,583.2,466
607,FRB20190519A,19/5/2019 17:50,58622.74335,CHIME,58:00.8,+65:43:00.315,128.2,3.39,521.3,346.1,1.2,8.85,4,11.9,https://www.chime-frb.ca/catalog/FRB20190519A,0.0238,-,-,-,1.62,,,532.9,433.4
608,FRB20190519B,19/5/2019 18:09,58622.75627,CHIME,58:00.8,+65:43:00.315,129.66,3.74,662.5,349.4,1,32.44,12,21.7,https://www.chime-frb.ca/catalog/FRB20190519B,0.0322,-,-,-,12.94,,,800.2,537.9
609,FRB20190519B,19/5/2019 18:09,58622.75627,CHIME,58:00.8,+65:43:00.315,129.66,3.74,662.5,349.4,1,32.44,12,21.7,https://www.chime-frb.ca/catalog/FRB20190519B,0.0322,-,-,-,12.94,,,748.5,442.7
610,FRB20190519B,19/5/2019 18:09,58622.75627,CHIME,58:00.8,+65:43:00.315,129.66,3.74,662.5,349.4,1,32.44,12,21.7,https://www.chime-frb.ca/catalog/FRB20190519B,0.0322,-,-,-,12.94,,,607.7,435.3
611,FRB20190519B,19/5/2019 18:09,58622.75627,CHIME,58:00.8,+65:43:00.315,129.66,3.74,662.5,349.4,1,32.44,12,21.7,https://www.chime-frb.ca/catalog/FRB20190519B,0.0322,-,-,-,12.94,,,545.5,410.2
612,FRB20190519C,19/5/2019 18:10,58622.75752,CHIME,58:00.8,+65:43:00.315,129.84,3.77,487.5,346.1,0.6,11.8,4,16.4,https://www.chime-frb.ca/catalog/FRB20190519C,0.0297,-,-,-,3.23,,,585.5,405.8
613,FRB20190519D,19/5/2019 3:11,58622.13325,CHIME,58:16.8,+42:59:24,171.12,62.22,400.2,538.6,0.4,1.97,0.8,18.6,https://www.chime-frb.ca/catalog/FRB20190519D,0.5337,-,10.8,1.86,1.62,,,800.2,400.2
614,FRB20190519E,19/5/2019 3:28,58622.14499,CHIME,13:07.2,+41:38:60,170.74,65.21,800.2,693.9,1,0.98,1.5,17,https://www.chime-frb.ca/catalog/FRB20190519E,0.6747,-,12,12,1.62,,,800.2,551
615,FRB20190519F,19/5/2019 3:30,58622.14596,CHIME,02:31.2,+77:13:48,130.39,38.26,453.9,799,0.7,6.88,4,20.2,https://www.chime-frb.ca/catalog/FRB20190519F,0.7543,-,12,13.2,3.23,,,534.4,400.2
616,FRB20190519G,19/5/2019 12:48,58622.53349,CHIME,26:43.2,+72:20:24,105.86,19.01,471.1,433.5,1.1,18.68,20,28.3,https://www.chime-frb.ca/catalog/FRB20190519G,0.38,-,6,10.2,6.47,,,800.2,400.2
617,FRB20190519H,19/5/2019 15:33,58622.64857,CHIME,51:57.6,+87:22:12,121.35,24.9,435,1169.5,3,2.95,7,39.7,https://www.chime-frb.ca/catalog/FRB20190519H,1.0703,-,10.8,3.3,1.62,,,652.9,400.2
618,FRB20190519J,19/5/2019 23:04,58622.9612,CHIME,44:50.4,+86:55:48,119.6,26.33,419.5,642.1,0.6,1.97,2,9.5,https://www.chime-frb.ca/catalog/FRB20190519J,0.5959,-,5.1,18,1.62,,,461,400.2
619,FRB20190520A,20/5/2019 10:25,58623.43407,CHIME,14:04.8,+26:19:12,53.2,19.31,444.4,431.9,1.1,1.97,2,21.8,https://www.chime-frb.ca/catalog/FRB20190520A,0.3914,-,1.56,5.64,1.62,,,546,400.2
620,FRB20190520B,20/5/2019 9:02,58623.37691,FAST,02:04.3,-11:17:17.32,359.67,29.91,1375,1202,-,8.7,0.075,9.73,https://www.wis-tns.org/object/20190520b,1.1082,0.241,-,-,10,,,,
621,FRB20190523A,23/5/2019 6:05,58626.25412,DSA,48:15.6,+72:28:11.00,117.03,44,1411,760.8,-,0.42,280,11.5,https://www.wis-tns.org/object/20190523a,0.7235,0.66,0.04,0.03,0.6,,,,
622,FRB20190527A,27/5/2019 16:28,58630.6862,CHIME,49:48.0,+07:59:24,122.35,-54.68,484.7,582.3,0.5,57.02,10,14.8,https://www.chime-frb.ca/catalog/FRB20190527A,0.5681,-,12,4.02,12.94,,,556.1,422.4
623,FRB20190527A,27/5/2019 16:28,58630.6862,CHIME,49:48.0,+07:59:24,122.35,-54.68,484.7,582.3,0.5,57.02,10,14.8,https://www.chime-frb.ca/catalog/FRB20190527A,0.5681,-,12,4.02,12.94,,,512.2,400.2
624,FRB20190527B,27/5/2019 20:39,58630.8609,CHIME,55:40.8,+63:13:12,146.64,12.45,637,449.7,0.4,8.85,2,9.4,https://www.chime-frb.ca/catalog/FRB20190527B,0.3267,-,8.4,4.38,3.23,,,800.2,416.2
625,FRB20190527C,27/5/2019 22:23,58630.93271,CHIME,40:52.8,+57:00:00,158.49,21.13,434.3,535.4,3,6.88,20,48.7,https://www.chime-frb.ca/catalog/FRB20190527C,0.4699,-,7.8,2.28,1.62,,,800.2,400.2
626,FRB20190529A,29/5/2019 20:05,58632.83749,CHIME,32:14.4,+40:19:12,161.9,-5.29,453.4,703.6,0.5,3.93,1.4,10.6,https://www.chime-frb.ca/catalog/FRB20190529A,0.4982,-,13.2,13.8,1.62,,,528.9,400.2
627,FRB20190530A,30/5/2019 20:07,58633.83874,CHIME,34:57.6,+60:35:24,147.2,8.73,441.1,554.8,0.6,1.97,1.7,11.5,https://www.chime-frb.ca/catalog/FRB20190530A,0.3778,-,1.5,12,1.62,,,517.3,400.2
628,FRB20190531A,31/5/2019 5:14,58634.21832,CHIME,35:50.4,+81:43:12,120.86,35.22,482.8,325.1,-,0.98,-,10.9,https://www.chime-frb.ca/catalog/FRB20190531A,0.3154,-,4.26,14.4,1.62,,,714.2,400.2
629,FRB20190531B,31/5/2019 8:47,58634.3665,CHIME,19:38.4,+49:19:12,75.91,34.9,474.6,166.6,-,1.97,-,55.3,https://www.chime-frb.ca/catalog/FRB20190531B,0.158,-,0.36,7.8,1.62,,,595.9,400.2
630,FRB20190531C,31/5/2019 13:33,58634.56479,CHIME,04:33.6,+43:00:00,93.31,-10.07,453,477.2,0.4,2.95,1,9.7,https://www.chime-frb.ca/catalog/FRB20190531C,0.3838,-,14.4,14.4,1.62,,,540.6,400.2
631,FRB20190531E,31/5/2019 16:28,58634.68628,CHIME,00:48.0,+00:32:24,128.05,-62.24,800.2,328.4,3,0.98,5,9.5,https://www.chime-frb.ca/catalog/FRB20190531E,0.3328,-,15.6,22.2,1.62,,,800.2,527
632,FRB20190601A,1/6/2019 4:05,58635.1706,CHIME,40:26.4,+62:43:12,125.13,54.36,638.9,2228.9,0.7,5.9,3,15.1,https://www.chime-frb.ca/catalog/FRB20190601A,2.1523,-,12.6,12.6,3.23,,,800.2,400.2
633,FRB20190601B,1/6/2019 16:31,58635.68871,CHIME,11:31.2,+23:49:12,128.86,-38.66,429.5,789.3,1,24.58,13,29.3,https://www.chime-frb.ca/catalog/FRB20190601B,0.7467,-,10.2,2.16,12.94,,,515.9,400.2
634,FRB20190601C,1/6/2019 21:13,58635.88448,CHIME,54:04.8,+28:28:12,181.49,1.3,517,423.8,1.3,5.9,6,25.1,https://www.chime-frb.ca/catalog/FRB20190601C,0.1638,-,10.8,3.42,3.23,,,620.8,430.6
635,FRB20190601C,1/6/2019 21:13,58635.88448,CHIME,54:04.8,+28:28:12,181.49,1.3,517,423.8,1.3,5.9,6,25.1,https://www.chime-frb.ca/catalog/FRB20190601C,0.1638,-,10.8,3.42,3.23,,,595.4,423.6
636,FRB20190601D,1/6/2019 20:55,58635.8718,CHIME,43:26.4,+79:20:60,134.04,23.56,400.2,669.6,0.6,10.81,6,10.6,https://www.chime-frb.ca/catalog/FRB20190601D,0.6093,-,13.8,15.6,3.23,,,800.2,400.2
637,FRB20190603A,3/6/2019 17:09,58637.71485,CHIME,58:00.8,+65:43:00.315,129.59,3.71,691.2,347.8,0.6,3.93,0.8,9.3,https://www.chime-frb.ca/catalog/FRB20190603A,0.0299,-,-,-,1.62,,,800.2,472.2
638,FRB20190603B,3/6/2019 6:25,58637.26759,CHIME,15:28.8,+74:16:48,132.44,14.15,400.2,503,2,3.93,6,11.8,https://www.chime-frb.ca/catalog/FRB20190603B,0.3963,-,13.2,24.6,1.62,,,706.1,400.2
639,FRB20190604A,4/6/2019 5:49,58638.24302,CHIME,35:07.2,+53:16:48,93.78,57.59,433.4,553.2,0.9,9.83,8,33.8,https://www.chime-frb.ca/catalog/FRB20190604A,0.5423,-,9.6,10.2,3.23,,,484.9,400.2
640,FRB20190604B,4/6/2019 17:11,58638.71643,CHIME,07:14.4,+65:43:48.00,130.62,4,600,347.76,-,-,-,13.53,https://www.wis-tns.org/object/20190604b,0.0376,-,-,-,1.62,,,,
641,FRB20190604C,4/6/2019 20:17,58638.84561,CHIME,09:33.6,+49:17:60,159.2,5.52,451.6,504.7,1.6,20.64,26,45.1,https://www.chime-frb.ca/catalog/FRB20190604C,0.2892,-,9.6,9,12.94,,,719.8,400.2
642,FRB20190604D,4/6/2019 4:31,58638.18865,CHIME,19:43.2,+15:43:48,334.46,76.83,622.6,1020.6,0.8,2.95,2.5,15.2,https://www.chime-frb.ca/catalog/FRB20190604D,0.9679,-,12,14.4,1.62,,,800.2,400.2
643,FRB20190604E,4/6/2019 6:55,58638.28877,CHIME,42:21.6,+32:03:36,51.1,52.75,400.2,1218,1.2,1.97,2.3,16.8,https://www.chime-frb.ca/catalog/FRB20190604E,1.1462,-,12.6,12.6,1.62,,,800.2,400.2
644,FRB20190604F,4/6/2019 17:11,58638.71643,CHIME,58:00.8,+65:43:00.315,129.83,3.77,663.7,352.6,3.4,7.86,21,42.2,https://www.chime-frb.ca/catalog/FRB20190604F,0.0371,-,-,-,3.23,,,800.2,544.3
645,FRB20190604F,4/6/2019 17:11,58638.71643,CHIME,58:00.8,+65:43:00.315,129.83,3.77,663.7,352.6,3.4,7.86,21,42.2,https://www.chime-frb.ca/catalog/FRB20190604F,0.0371,-,-,-,3.23,,,722.8,513.9
646,FRB20190604F,4/6/2019 17:11,58638.71643,CHIME,58:00.8,+65:43:00.315,129.83,3.77,663.7,352.6,3.4,7.86,21,42.2,https://www.chime-frb.ca/catalog/FRB20190604F,0.0371,-,-,-,3.23,,,629.9,469.7
647,FRB20190604G,4/6/2019 23:12,58638.96697,CHIME,03:14.4,+59:30:00,157.7,32.13,400.2,231.3,1.2,4.92,4.5,21.1,https://www.chime-frb.ca/catalog/FRB20190604G,0.2145,-,1.38,9,1.62,,,800.2,400.2
648,FRB20190605A,5/6/2019 16:56,58639.70561,CHIME,58:00.8,+65:43:00.315,128.26,3.39,510.6,352.6,1.4,7.86,7,23,https://www.chime-frb.ca/catalog/FRB20190605A,0.0269,-,-,-,3.23,,,587.7,443.5
649,FRB20190605B,5/6/2019 17:02,58639.71008,CHIME,58:00.8,+65:43:00.315,129.69,3.73,436.2,349.4,1.8,25.56,25,25.5,https://www.chime-frb.ca/catalog/FRB20190605B,0.0321,-,-,-,12.94,,,522.7,400.2
650,FRB20190605B,5/6/2019 17:02,58639.71008,CHIME,58:00.8,+65:43:00.315,129.69,3.73,436.2,349.4,1.8,25.56,25,25.5,https://www.chime-frb.ca/catalog/FRB20190605B,0.0321,-,-,-,12.94,,,535.7,400.2
651,FRB20190605B,5/6/2019 17:02,58639.71008,CHIME,58:00.8,+65:43:00.315,129.69,3.73,436.2,349.4,1.8,25.56,25,25.5,https://www.chime-frb.ca/catalog/FRB20190605B,0.0321,-,-,-,12.94,,,514.9,410.3
652,FRB20190605C,5/6/2019 2:20,58639.09777,CHIME,13:16.8,-05:11:24,263.05,49.94,452.2,186,5,0.98,4,25.4,https://www.chime-frb.ca/catalog/FRB20190605C,0.1879,-,2.88,5.58,1.62,,,573.9,400.2
653,FRB20190605D,5/6/2019 16:53,58639.70354,CHIME,46:52.8,+28:37:12,137.43,-32.68,643.9,1653.1,0.8,3.93,2.2,10.9,https://www.chime-frb.ca/catalog/FRB20190605D,1.5468,-,13.8,15,3.23,,,796.6,520.4
654,FRB20190606A,6/6/2019 5:34,58640.23231,CHIME,35:07.2,+53:16:48,93.67,57.52,559,551.6,0.5,3.93,1.9,10.7,https://www.chime-frb.ca/catalog/FRB20190606A,0.5409,-,9.6,10.2,1.62,,,677.3,461.3
